;Country;Population;longitude;latitude;N;Frequency_of_digestors;Reference
504;ITALY;Sardinians;8,56;40,73;50;0,14;Meloni, G. F., et al. (2001)Am.J.Clin.Nutr. 73, 582.
505;ITALY;Sardinians;9;39,4;47;0,15;Meloni, T., et al., (1998) Ital J Gastroenterol Hepatol 30, 490.
506;ITALY;Sardinians;9;40,1;53;0,11;Meloni, T., et al., (1998) Ital J Gastroenterol Hepatol 30, 490.
507;ITALY;Sardinians;9;40,3;38;0,18;Meloni, T., et al., (1998) Ital J Gastroenterol Hepatol 30, 490.
508;ITALY;Sicilians;13,37;38,12;100;0,29;Burgio, G. R., et al. (1984) Am.J.Clin.Nutr. 39, 100.
421;JAPAN;Japanese;140,47;40,59;40;0,28;Yoshida, Y., et al. (1975) Gastroenterol.Jpn. 10, 29.
144;Jordan;Jordanian Bedouin;36,238414;30,585164;46;0,57;Ingram, 2009. Lactose digestion (Supplementary table 3)
530;JORDAN;Jordanian Arabs;35,93;31,95;148;0,25;Hijazi, S. S., et al. (1983) Trop.Geogr.Med. 35, 157.
531;JORDAN;Mediterranean origin Jordanian Arabs;35,93;31,95;56;0,23;Snook, C. R., et al. (1976) Trop.Geogr.Med. 28, 333.
532;JORDAN;Urban/agricultural Jordanian Arabs;35,93;31,95;162;0,76;Hijazi, S. S., et al. (1983) Trop.Geogr.Med. 35, 157.
145;Kazakhstan;Not specified;66,923684;48,019573;83;0,253;Heyer, 2011. Lactase
146;Kenya;Bantu;37,906193;-0,023559;24;0;Bersaglieri, 04 (with adaptions in Itan 10)
147;Kenya;Mixed;37,906193;-0,023559;192;0,74;Tishkoff, 07
148;Kenya;Mixed;37,906193;-0,023559;194;0,563;Tishkoff, 07
322;KENYA;Borana;38;1;7;0,71;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
323;KENYA;Burji;38;1;6;0,5;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
324;KENYA;El Molo;38;1;6;0,67;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
325;KENYA;Gabra;38;1;8;1;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
326;KENYA;Kikuyu;38;1;2;0,5;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
327;KENYA;Konso;38;1;4;0,5;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
328;KENYA;Maasai;38;1;26;0,88;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
329;KENYA;Marakwet;38;1;5;0,6;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
330;KENYA;Nandi;38;1;2;0;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
331;KENYA;Ogiek;38;1;11;0,55;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
332;KENYA;Pokot;38;1;10;0,6;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
333;KENYA;Rendille;38;1;7;0,71;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
334;KENYA;Sabaot;38;1;4;0,75;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
335;KENYA;Samburu;38;1;9;0,89;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
336;KENYA;Sengwer;38;1;12;0,17;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
337;KENYA;Somali;38;1;1;1;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
338;KENYA;Tugen;38;1;11;0,73;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
339;KENYA;Turkana;38;1;8;0,5;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
340;KENYA;Wata;38;1;1;0;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
341;KENYA;Yaaku;38;1;11;0,73;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
150;Kuwait;Kuwaiti Bedouin (Ajman tribe);47,481766;29,31166;37;0,57;Hill, 2013. Brief
151;Kuwait;Kuwaiti Bedouin (Mutran tribe);47,481766;29,31166;29;0,55;Hill, 2013. Brief
533;KUWAIT;Arab Kuwaiti;47,98;29,37;70;0,53;Sanae, H. A., et al. (2003) Med. Princ. Pract. 12, 160.
534;KUWAIT;Asian Kuwaiti;47,98;29,37;79;0,42;Sanae, H. A., et al. (2003) Med. Princ. Pract. 12, 160.
535;LEBANON;Lebanese;35,51;33,87;74;0,22;Nasrallah, S. M. (1979) Am.J.Clin.Nutr. 32, 1994.
154;Malawi;Bantu;34,301525;-13,254308;310;0;Mulcare, 04
155;Malawi;Chewa;34,301525;-13,254308;68;0;Jones, 2015. Diversity (supplementary table 2)
156;Malaysia;Malays at Penang Island;101,975766;4,210484;100;0,12;Asmawi, 2006. Hypolactasia
157;Malaysia;Chinese at Penang Island;101,975766;4,210484;100;0,09;Asmawi, 2006. Hypolactasia
158;Malaysia;Indians at Penang Island;101,975766;4,210484;100;0,17;Asmawi, 2006. Hypolactasia
159;Mexico;Not specified;-102,552784;23,634501;200;0,345;Lisker, 78. Intestinal
160;Mexico;Rural Mexico (Huamantla);-102,552784;23,634501;100;0,26;Lisker, 1974. Lactase
161;Mexico;North;-102,552784;23,634501;58;0,84;Rosado, 1994. Lactose
162;Mexico;Central;-102,552784;23,634501;180;0,67;Rosado, 1994. Lactose
163;Mexico;South;-102,552784;23,634501;107;0,67;Rosado, 1994. Lactose
310;Mexico;Mexico, general;-102,552784;23,634501;NA;0,47;Bayless 2017
164;Mongolia;Mongol in the north of China;103,846656;46,862496;198;0,121;Wang, 84. Prevalence
165;Morocco;Berber;-7,09262;31,791702;154;0,25;Mulcare, 04
166;Morocco;Morroccans;-7,09262;31,791702;12;0,166;Enattah, 2008. Independent
167;Morocco;Not specified;-7,09262;31,791702;90;0,311;Enattah, 2007. Evidence
168;Mozambique;Sena;35,529562;-18,665695;92;0;Jones, 2015. Diversity (supplementary table 2)
422;MYANMAR;Burmese;91,17;16,78;50;0,08;Aung-Than-Batu et al. (1972), Union Burma J Life Sci, 5, 133-135
169;Namibia;San;18,49041;-22,95764;14;0;Bersaglieri, 04 (with adaptions in Itan 10)
170;Namibia;San;18,49041;-22,95764;22;0;Jones, 2015. Diversity (supplementary table 2)
171;Namibia;San;18,49041;-22,95764;20;0,05;Breton, 2014. Lactase
172;Namibia;Khoe speaking;18,49041;-22,95764;22;0,5;Breton, 2014. Lactase
173;Namibia;Bantu speakers;18,49041;-22,95764;14;0;Breton, 2014. Lactase
342;NAMIBIA;!Kung;20,5;-19,6;40;0,03;Jenkins, T., et al. (1974) Br.Med.J. 2, 23.
343;NAMIBIA;Herero;13,7;-18,3;39;0,03;Currie B, et al. (1978). S. Afr. J. Sci. 74:227.
174;Netherlands;Dutch;5,291266;52,132633;48;0,833;Vonk, 00. Lactose
175;Netherlands;Dutch;5,291266;52,132633;7211;0,896;Koek, 2010. The
176;New Zealand;Not specified;174,885971;-40,900557;1064;0,918;Upton, 10. The prevalance
445;NEW ZEALAND;Maori;174,77;-36,87;28;0,36;"Abbott W.G., Tasman-Jones C. (1985) N Z Med J. 10;98(776), 228."
177;Niger;Tuaregs in the Sahara Desert;8,081666;17,607789;118;0,873;Flatz, 1986. Distribution
178;Nigeria;Yoruba;8,675277;9,081999;50;0;Bersaglieri, 04 (with adaptions in Itan 10)
345;NIGERIA;Hausa/Fulani;3,47;7,23;15;0,4;Olatunbosun, D. A., et al. (1971) Am.J.Dig.Dis. 16, 909.
346;NIGERIA;Ibo;3,47;7,23;11;0,18;Olatunbosun, D. A., et al. (1971) Am.J.Dig.Dis. 16, 909.
347;NIGERIA;Yoruba;3,47;7,23;48;0,17;Olatunbosun, D. A., et al. (1971) Am.J.Dig.Dis. 16, 909.
179;Norway;Not specified;8,468946;60,472024;105;0,962;Farup, 04. Lactose
180;Norway;Multiple ethnicities;8,468946;60,472024;137;0,825;Reinton, 07. Evaluation
181;Oman;Arabs of Northern Oman;55,923255;21,512583;342;0,027;Al-Abri, 2012. Distribution
182;Oman;Omanis of Asian origin;55,923255;21,512583;96;0,281;Al-Abri, 2012. Distribution
183;Oman;Dhofori Arabs of Southern Oman;55,923255;21,512583;210;0;Al-Abri, 2012. Distribution
184;Oman;Saudi Arabs;55,923255;21,512583;432;0,002;Al-Abri, 2012. Distribution
185;Oman;Not specified;55,923255;21,512583;52;0,19;Al-Abri, A. 2013. The phenotype
186;Pakistan;Balti;69,345116;30,375321;23;0;Enattah, 2007. Evidence
187;Pakistan;Balochi;69,345116;30,375321;50;0,59;Bersaglieri, 04 (with adaptions in Itan 10)
188;Pakistan;Baluch;69,345116;30,375321;19;0,474;Enattah, 2007. Evidence
189;Pakistan;Brahui;69,345116;30,375321;50;0,56;Bersaglieri, 04 (with adaptions in Itan 10)
190;Pakistan;Brahui;69,345116;30,375321;30;0,433;Enattah, 2007. Evidence
191;Pakistan;Burusho;69,345116;30,375321;50;0,19;Bersaglieri, 04 (with adaptions in Itan 10)
192;Pakistan;Burusho;69,345116;30,375321;30;0,033;Enattah, 2007. Evidence
193;Pakistan;Hazara;69,345116;30,375321;50;0,15;Bersaglieri, 04 (with adaptions in Itan 10)
194;Pakistan;Hazara;69,345116;30,375321;14;0,071;Enattah, 2007. Evidence
195;Pakistan;Kalash;69,345116;30,375321;50;0;Bersaglieri, 04 (with adaptions in Itan 10)
196;Pakistan;Kalash;69,345116;30,375321;30;0;Enattah, 2007. Evidence
197;Pakistan;Kashmiri;69,345116;30,375321;20;0,25;Enattah, 2007. Evidence
198;Pakistan;Makrani Baluch;69,345116;30,375321;29;0,345;Enattah, 2007. Evidence
199;Pakistan;Mohannes;69,345116;30,375321;29;0,448;Enattah, 2007. Evidence
200;Pakistan;Parsi;69,345116;30,375321;29;0,276;Enattah, 2007. Evidence
201;Pakistan;Pathan;69,345116;30,375321;50;0,51;Bersaglieri, 04 (with adaptions in Itan 10)
202;Pakistan;Pathan;69,345116;30,375321;28;0,571;Enattah, 2007. Evidence
203;Pakistan;Punjabi;69,345116;30,375321;53;0,55;Abbas, H. 1983. Persistence
204;Pakistan;Sindhi;69,345116;30,375321;50;0,54;Bersaglieri, 04 (with adaptions in Itan 10)
205;Pakistan;Sindi;69,345116;30,375321;28;0,643;Enattah, 2007. Evidence
423;PAKISTAN;Baloochi;67,05;24,87;4;1;Rab, S. M., et al. (1976) Br. Med. J. 1, 436.
424;PAKISTAN;Baluchistani;71,92;32,27;32;0,38;Ahmad, M., Flatz,G. (1984) Hum. Hered. 34, 69.
425;PAKISTAN;Kashmiri;71,92;32,27;27;0,3;Ahmad, M., Flatz,G. (1984) Hum. Hered. 34, 69.
426;PAKISTAN;Mohajir;67,05;24,87;15;0,8;Rab, S. M., et al. (1976) Br. Med. J. 1, 436.
427;PAKISTAN;Pathan;67,05;24,87;15;1;Rab, S. M., et al. (1976) Br. Med. J. 1, 436.
428;PAKISTAN;Punjabi;71,92;32,27;322;0,41;Ahmad, M., Flatz,G. (1984) Hum. Hered. 34, 69.
429;PAKISTAN;Punjabi;67,05;24,87;9;1;Rab, S. M., et al. (1976) Br. Med. J. 1, 436.
430;PAKISTAN;Sindhi;71,92;32,27;33;0,42;Ahmad, M., Flatz,G. (1984) Hum. Hered. 34, 69.
431;PAKISTAN;Sindhi;67,05;24,87;12;1;Rab, S. M., et al. (1976) Br. Med. J. 1, 436.
536;PAKISTAN;Punjabi;73,07;33,6;53;0,55;Abbas H., Ahmad M. (1983) Hum. Genet. 64:277.
207;Papua New Guinea;Papuan;143,95555;-6,314993;34;0;Bersaglieri, 04 (with adaptions in Itan 10)
446;PAPUA NEW GUINEA;Central (inc. Port Moresby);147,19;-9,46;14;0,07;Cook, G. C. (1979) Ann.Hum.Biol 6, 55.
447;PAPUA NEW GUINEA;E and W Sepik provinces;143,52;-4,18;35;0,23;Arnhold R.G. et al. (1981) Ann Hum Biol 5, 481
448;PAPUA NEW GUINEA;Gulf & Western;147,19;-9,46;13;0,08;Cook, G. C. (1979) Ann.Hum.Biol 6, 55.
449;PAPUA NEW GUINEA;Highlands;147,19;-9,46;13;0;Cook, G. C. (1979) Ann.Hum.Biol 6, 55.
450;PAPUA NEW GUINEA;Huli, Mendi, and Dunai ;142,95;-5,7;30;0,1;Jenkins, T., et al. (1981) Ann.Hum.Biol 8, 447.
451;PAPUA NEW GUINEA;Milne Bay;147,19;-9,46;2;0;Cook, G. C. (1979) Ann.Hum.Biol 6, 55.
452;PAPUA NEW GUINEA;Morobe & Northern;147,19;-9,46;5;0;Cook, G. C. (1979) Ann.Hum.Biol 6, 55.
453;PAPUA NEW GUINEA;N. Solomons & E. New Britain;147,19;-9,46;3;0;Cook, G. C. (1979) Ann.Hum.Biol 6, 55.
309;Peru;Peru, non-Caucasian;-75,02;-9,19;NA;0,06;Bayless 2017
208;Poland;Not specified;19,145136;51,919438;275;0,625;Socha, 84. Prevalence
209;Poland;Not specified;19,145136;51,919438;200;0,685;Madry, 10. Adult-type
210;Poland;Polish immigrants in Western Canada;19,145136;51,919438;21;0,715;Leichter, 1972. Lactose
509;POLAND;Eastern Polish;23,13;52,03;35;0,63;Socha, J., et al. (1984) Ann.Hum.Biol 11, 311.
510;POLAND;Northeastern Polish;22,35;53,83;34;0,59;Socha, J., et al. (1984) Ann.Hum.Biol 11, 311.
512;POLAND;Polish;19;51,73;29;0,62;Socha, J., et al. (1984) Ann.Hum.Biol 11, 311.
513;POLAND;Polish;19,37;52,23;92;0,63;Socha, J., et al. (1984) Ann.Hum.Biol 11, 311.
514;POLAND;Polish;19,37;52,23;85;0,64;Socha, J., et al. (1984) Ann.Hum.Biol 11, 311.
211;Portugal;Portugal North;-8,224454;39,399872;64;0,672;Manco, 2013. Distribution
212;Portugal;Portugal Centre;-8,224454;39,399872;70;0,643;Manco, 2013. Distribution
213;Portugal;Portugal South;-8,224454;39,399872;65;0,477;Manco, 2013. Distribution
214;Russia;Adygei;105,318756;61,52401;34;0,22;Bersaglieri, 04 (with adaptions in Itan 10)
215;Russia;Daghestan Druss;105,318756;61,52401;17;0,235;Enattah, 2007. Evidence
216;Russia;Daghestan Nog;105,318756;61,52401;20;0,25;Enattah, 2007. Evidence
217;Russia;Daghestan mixed;105,318756;61,52401;23;0,174;Enattah, 2007. Evidence
218;Russia;Erzyas;105,318756;61,52401;30;0,433;Enattah, 2007. Evidence
219;Russia;Komi;105,318756;61,52401;10;0,3;Enattah, 2007. Evidence
220;Russia;Mokshas;105,318756;61,52401;30;0,566;Enattah, 2007. Evidence
221;Russia;Northern Russia;105,318756;61,52401;231;0,644;Khabarova, 2009. Prevalence
222;Russia;Ob-Ugric speakers;105,318756;61,52401;62;0,06;Enattah, 2007. Evidence
223;Russia;Russian;105,318756;61,52401;50;0,42;Bersaglieri, 04 (with adaptions in Itan 10)
224;Russia;Saami (Kildin);105,318756;61,52401;50;0,52;Kozlov, 97
226;Russia;Yakut (Siberia);105,318756;61,52401;50;0,12;Bersaglieri, 04 (with adaptions in Itan 10)
432;RUSSIA;Khanty (Northern);69,02;61,04;115;0,29;Kozlov, A. I. (1998) Int J Circumpolar Health 57, 18.
433;RUSSIA;Komi-Izhems;50,81;61,67;56;0,38;Kozlov, A. I. (1998) Int J Circumpolar Health 57, 18.
434;RUSSIA;Mansi;69,02;61,04;81;0,28;Kozlov, A. I. (1998) Int J Circumpolar Health 57, 18.
435;RUSSIA;Nenets (West Siberia);80,86;59,06;9;0,22;Kozlov, A. I. (1998) Int J Circumpolar Health 57, 18.
436;RUSSIA;Udmurtians;53,23;56,85;30;0,6;Kozlov, A. I. (1998) Int J Circumpolar Health 57, 18.
437;RUSSIA;West-Siberian;80,86;59,06;47;0,51;Kozlov, A. I. (1998) Int J Circumpolar Health 57, 18.
516;RUSSIA;Komi-Permiaks;32;68;112;0,5;Kozlov, A. I. (1998) Int J Circumpolar Health 57, 18.
517;RUSSIA;Udmurtians;32;68;75;0,41;Kozlov, A. I. (1998) Int J Circumpolar Health 57, 18.
348;RWANDA;Hutu-Hutu;29,74;-2,6;36;0,58;Cox, J. A., et al. (1974) Am.J.Dig.Dis. 19, 714.
349;RWANDA;Hutu-Tutsi;29,74;-2,6;11;0,45;Cox, J. A., et al. (1974) Am.J.Dig.Dis. 19, 714.
350;RWANDA;Shi;29,74;-2,6;28;0,04;Cox, J. A., et al. (1974) Am.J.Dig.Dis. 19, 714.
351;RWANDA;Tussi-Tutsi;29,74;-2,6;27;0,93;Cox, J. A., et al. (1974) Am.J.Dig.Dis. 19, 714.
231;Saudi Arabia;Arabs;45,079162;23,885942;124;0,782;Enattah, 2008, Independent
232;Saudi Arabia;Mixed;45,079162;23,885942;432;0,769;Imtiaz, 2007
537;SAUDI ARABIA;Arabs;50,11;26,43;109;0,43;Dissanayake, A.S. et al., (1990) Annals of Saudi Medicine, 10, 598.
538;SAUDI ARABIA;Bedouin ;50,11;26,43;21;0,81;Dissanayake, A.S. et al., (1990) Annals of Saudi Medicine, 10, 598.
539;SAUDI ARABIA;Beduin and Urban Saudi;46,77;24,64;14;0,86;Cook & Al Torki (1975) Br. Med. J.  3,135.
540;SAUDI ARABIA;Yemenites;50,11;26,43;17;0,53;Dissanayake, A.S. et al., (1990) Annals of Saudi Medicine, 10, 598.
233;Senegal;Mandjak;-14,452362;14,497401;186;0;Mulcare, 04
234;Senegal;Mandjak;-14,452362;14,497401;92;0;Jones, 2015. Diversity (supplementary table 2)
235;Senegal;"Wolof
";-14,452362;14,497401;20;0;Mulcare, 04
236;Senegal;"Wolof
";-14,452362;14,497401;84;0;Jones, 2015. Diversity (supplementary table 2)
352;SENEGAL;Diolas;-17,43;14,67;40;0,73;Arnold, J., et al. (1980) C R.Seances Soc.Biol Fil. 174, 983.
353;SENEGAL;Peuhls;-15,12;15,4;29;1;Arnold, J., et al. (1980) C R.Seances Soc.Biol Fil. 174, 983.
354;SENEGAL;Sereres;-17,43;14,67;38;0,71;Arnold, J., et al. (1980) C R.Seances Soc.Biol Fil. 174, 983.
355;SENEGAL;Toucouleurs;-17,43;14,67;40;0,9;Arnold, J., et al. (1980) C R.Seances Soc.Biol Fil. 174, 983.
356;SENEGAL;Wolof;-17,43;14,67;53;0,51;Arnold, J., et al. (1980) C R.Seances Soc.Biol Fil. 174, 983.
237;Solomon Islands;Melanesian;160,156194;-9,64571;44;0;Bersaglieri, 04 (with adaptions in Itan 10)
238;Somalia;NA;46,199616;5,152149;79;0,063;Enattah, 2007. Evidence
239;South Africa;Askham and Wellington Coloured;22,937506;-30,559482;40;0,45;Breton, 2014. Lactase
240;South Africa;South African black population;22,937506;-30,559482;115;0,217;Segal, 83. Lactase
247;South Africa;Colesberg Coloured;22,937506;-30,559482;20;0,15;Breton, 2014. Lactase
248;South Africa;San;22,937506;-30,559482;20;0,2;Breton, 2014. Lactase
249;South Africa;Bantu speakers;22,937506;-30,559482;41;0,17;Breton, 2014. Lactase
357;SOUTH AFRICA;Shangaan;28,08;-26,2;7;0,14;Segal, I., et al. (1983) Am.J.Clin.Nutr. 38, 901.
358;SOUTH AFRICA;Sotho;28,08;-26,2;23;0,35;Segal, I., et al. (1983) Am.J.Clin.Nutr. 38, 901.
359;SOUTH AFRICA;Swazi;28,08;-26,2;12;0,25;Segal, I., et al. (1983) Am.J.Clin.Nutr. 38, 901.
360;SOUTH AFRICA;Tswana;28,08;-26,2;24;0,17;Segal, I., et al. (1983) Am.J.Clin.Nutr. 38, 901.
361;SOUTH AFRICA;Xhosa;28,08;-26,2;17;0,18;Segal, I., et al. (1983) Am.J.Clin.Nutr. 38, 901.
362;SOUTH AFRICA;Zulu;31,02;-29,85;47;0,11;O'Keefe, S. J.& Adam, J. (1983) S.Afr.Med.J. 63, 778.
363;SOUTH AFRICA;Zulu;28,08;-26,2;32;0,19;Segal, I., et al. (1983) Am.J.Clin.Nutr. 38, 901.
250;South Korea;South Korean children;127,766922;35,907757;476;0;Choi, 2013. No association
251;South Korea;South Korean;127,766922;35,907757;23;0;Enattah, 2007. Evidence
253;Spain;Basques;-3,74922;40,463667;85;0,917;Enattah, 2007. Evidence
254;Spain;Basque Country. Ethnicitiy not specified;-3,74922;40,463667;188;0,814;Elguezabal, 2012. Lactase
518;SPAIN;Galician;-8,55;42,88;338;0,66;Leis, R., et al. (1997) J.Pediatr.Gastroenterol.Nutr. 25, 296.
255;Sri Lanka;Not specified;80,771797;7,873054;200;0,275;Senewiratne, 77. Intestinal
439;SRI LANKA;Sri Lankan;80,64;7,3;135;0,29;Thomas, S., et al. (1990) J Trop Pediatr 36, 80.
440;SRI LANKA;Sri Lankans (Ceylonese);80,6;7,26;200;0,28;Senewiratne, B., et al. (1977) Gastroenterology 72, 1257.
256;Sudan;Beni Amer;30,217636;12,862807;154;0,743;Jones, 2015. Diversity (supplementary table 2)
257;Sudan;Fulani;30,217636;12,862807;44;0,704;Enattah, 2007. Evidence
258;Sudan;Dinka;30,217636;12,862807;68;0;Mulcare, 04
259;Sudan;Ga'ali;30,217636;12,862807;60;0;Mulcare, 04
260;Sudan;Nuer;30,217636;12,862807;26;0;Mulcare, 04
261;Sudan;Shaigi;30,217636;12,862807;22;0;Mulcare, 04
262;Sudan;Mixed;30,217636;12,862807;43;0,86;Tishkoff, 07
263;Sudan;Mixed;30,217636;12,862807;44;0,234;Tishkoff, 07
264;Sudan;Not specified;30,217636;12,862807;563;0,449;Bayoumi, 1981. Distribution
265;Sudan;Beja tribe;30,217636;12,862807;303;0,832;Bayoumi, 1982. Beja and Nilotes
266;Sudan;Nilotic tribe;30,217636;12,862807;282;0,255;Bayoumi, 1982. Beja and Nilotes
267;Sudan;Jaali;30,217636;12,862807;128;0,426;Jones, 2015. Diversity (supplementary table 2)
268;Sudan;Sahas;30,217636;12,862807;15;0,267;Enattah, 2008. Independent
364;SUDAN;Ama;30;14;2;0,5;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
365;SUDAN;Amarar;37,22;19,62;82;0,87;Bayoumi, R. A., et al. (1982) Am.J.Phys.Anthropol. 58, 173.
366;SUDAN;Artega;37,22;19,62;22;0,82;Bayoumi, R. A., et al. (1982) Am.J.Phys.Anthropol. 58, 173.
367;SUDAN;Bedja;30,95;18,05;9;0,89;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
368;SUDAN;Beja Banuamir;30;14;6;1;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
369;SUDAN;Beja Hadandawa;30;14;11;0,82;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
370;SUDAN;Beni Amir;37,22;19,62;40;0,88;Bayoumi, R. A., et al. (1982) Am.J.Phys.Anthropol. 58, 173.
371;SUDAN;Bisharin;37,22;19,62;22;0,86;Bayoumi, R. A., et al. (1982) Am.J.Phys.Anthropol. 58, 173.
372;SUDAN;Dinka;33,63;7,67;208;0,25;Bayoumi, R. A., et al. (1982) Am.J.Phys.Anthropol. 58, 173.
373;SUDAN;Dinka;30;14;7;0,86;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
374;SUDAN;Dongolawi;30,95;18,05;16;0,19;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
375;SUDAN;Gomoeia;30,95;18,05;31;0,68;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
376;SUDAN;Habbani;30,35;13,08;19;0,47;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
377;SUDAN;Haddendoa;37,22;19,62;137;0,8;Bayoumi, R. A., et al. (1982) Am.J.Phys.Anthropol. 58, 173.
378;SUDAN;Jaali;32,53;15,59;113;0,53;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
379;SUDAN;Jaali;33,43;16,69;94;0,48;Ingram, C. J., et al. (2007) Hum Genet 120, 779.
380;SUDAN;Kahli;30,95;18,05;21;0,62;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
381;SUDAN;Koalib;30;14;1;1;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
382;SUDAN;Liguri/Logorik;30;14;1;0;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
383;SUDAN;Masalit;30;14;1;1;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
384;SUDAN;Misseri;30,35;13,08;20;0,4;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
385;SUDAN;Nilotic;27,67;7,77;18;0,33;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
386;SUDAN;Nuba;29,68;6,8;58;0,21;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
387;SUDAN;Nubians ;30,95;18,05;21;0,33;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
388;SUDAN;Nuer;33,63;7,67;23;0,22;Bayoumi, R. A., et al. (1982) Am.J.Phys.Anthropol. 58, 173.
389;SUDAN;Nuer;30;14;2;1;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
390;SUDAN;Shaygi;30,95;18,05;42;0,38;Bayoumi, R. A., et al. (1981) Hum.Genet 57, 279.
391;SUDAN;Shilluk;33,63;7,67;8;0,38;Bayoumi, R. A., et al. (1982) Am.J.Phys.Anthropol. 58, 173.
392;SUDAN;Shilook;30;14;4;0,75;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
269;Sweden;Elderly individuals;18,643501;60,128161;392;0,932;Almon, R. 2007. Prevalence
270;Syria;Arabs in Syria, Iraq, Lebanon, Palestine;38,996815;34,802075;19;0,158;Enattah, 2008. Independent
441;TAIWAN;Chinese;121,45;25,02;50;0,12;Sung, J., et al. (1972) Asian Journal of Medicine 8, 149.
271;Tanzania;Mixed;34,888822;-6,369028;235;0,656;Tishkoff, 07
272;Tanzania;Mixed;34,888822;-6,369028;256;0,542;Tishkoff, 07
273;Tanzania;Chagga;34,888822;-6,369028;86;0,26;Jones, 2015. Diversity (supplementary table 2)
393;TANZANIA;Akie;34;-7;11;0,55;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
394;TANZANIA;Burunge;34;-7;16;0,38;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
395;TANZANIA;Datog;34;-7;1;0;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
396;TANZANIA;Dorobo;34;-7;6;0,67;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
397;TANZANIA;Fiome;34;-7;7;0,14;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
398;TANZANIA;Hadza;34;-7;15;0,6;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
399;TANZANIA;Iraqw;34;-7;19;0,95;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
400;TANZANIA;Maasai;34;-7;15;0,67;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
401;TANZANIA;Mbugu;34;-7;23;0,43;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
402;TANZANIA;Mbugwe;34;-7;8;0,5;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
403;TANZANIA;Pare;34;-7;8;0,75;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
404;TANZANIA;Rangi;34;-7;26;0,65;Tishkoff, S. A., et al. (2007) Nat Genet 39, 31.
